"","NumDiffGenes","Actual"
"1",37,199
"2",26,199
"3",77,199
"4",18,199
"5",13,199
"6",37,199
"7",131,199
"8",19,199
"9",63,199
"10",114,199
"11",11,199
"12",41,199
"13",37,199
"14",91,199
"15",6,199
"16",49,199
"17",25,199
"18",65,199
"19",102,199
"20",17,199
"21",15,199
"22",27,199
"23",83,199
"24",36,199
"25",18,199
"26",19,199
"27",44,199
"28",712,199
"29",91,199
"30",37,199
"31",712,199
"32",712,199
"33",16,199
"34",72,199
"35",22,199
"36",47,199
"37",27,199
"38",214,199
"39",109,199
"40",51,199
"41",50,199
"42",50,199
"43",23,199
"44",25,199
"45",46,199
"46",1930,199
"47",17,199
"48",185,199
"49",203,199
"50",112,199
"51",25,199
"52",88,199
"53",51,199
"54",112,199
"55",70,199
"56",212,199
"57",552,199
"58",66,199
"59",79,199
"60",137,199
"61",167,199
"62",27,199
"63",37,199
"64",23,199
"65",23,199
"66",68,199
"67",712,199
"68",48,199
"69",27,199
"70",17,199
"71",712,199
"72",81,199
"73",68,199
"74",17,199
"75",59,199
"76",79,199
"77",664,199
"78",79,199
"79",59,199
"80",30,199
"81",17,199
"82",26,199
"83",102,199
"84",70,199
"85",53,199
"86",22,199
"87",31,199
"88",27,199
"89",131,199
"90",83,199
"91",37,199
"92",24,199
"93",28,199
"94",101,199
"95",20,199
"96",37,199
"97",38,199
"98",211,199
"99",10,199
"100",211,199
"101",79,199
"102",32,199
"103",36,199
"104",44,199
"105",13,199
"106",229,199
"107",409,199
"108",10,199
"109",44,199
"110",19,199
"111",26,199
"112",211,199
"113",68,199
"114",99,199
"115",53,199
"116",65,199
"117",68,199
"118",17,199
"119",106,199
"120",175,199
"121",112,199
"122",10,199
"123",50,199
"124",16,199
"125",37,199
"126",203,199
"127",156,199
"128",87,199
"129",22,199
"130",50,199
"131",135,199
"132",27,199
"133",104,199
"134",40,199
"135",69,199
"136",22,199
"137",33,199
"138",44,199
"139",115,199
"140",126,199
"141",34,199
"142",26,199
"143",11,199
"144",16,199
"145",102,199
"146",146,199
"147",229,199
"148",23,199
"149",17,199
"150",27,199
"151",11,199
"152",27,199
"153",16,199
"154",107,199
"155",24,199
"156",214,199
"157",87,199
"158",282,199
"159",189,199
"160",101,199
"161",409,199
"162",13,199
"163",1722,199
"164",12,199
"165",53,199
"166",61,199
"167",20,199
"168",26,199
"169",53,199
"170",17,199
"171",91,199
"172",17,199
"173",33,199
"174",27,199
"175",44,199
"176",68,199
"177",17,199
"178",28,199
"179",10,199
"180",17,199
"181",36,199
"182",88,199
"183",19,199
"184",23,199
"185",59,199
"186",25,199
"187",6,199
"188",112,199
"189",25,199
"190",18,199
"191",17,199
"192",51,199
"193",88,199
"194",10,199
"195",24,199
"196",68,199
"197",112,199
"198",50,199
"199",59,199
"200",185,199
"201",214,199
"202",203,199
"203",36,199
"204",36,199
"205",189,199
"206",19,199
"207",144,199
"208",50,199
"209",20,199
"210",46,199
"211",31,199
"212",37,199
"213",46,199
"214",63,199
"215",15,199
"216",131,199
"217",61,199
"218",409,199
"219",102,199
"220",44,199
"221",16,199
"222",23,199
"223",10,199
"224",615,199
"225",115,199
"226",18,199
"227",48,199
"228",50,199
"229",206,199
"230",30,199
"231",11,199
"232",70,199
"233",293,199
"234",13,199
"235",60,199
"236",44,199
"237",61,199
"238",37,199
"239",33,199
"240",203,199
"241",131,199
"242",215,199
"243",22,199
"244",33,199
"245",16,199
"246",16,199
"247",49,199
"248",40,199
"249",25,199
"250",51,199
"251",27,199
"252",131,199
"253",30,199
"254",36,199
"255",132,199
"256",26,199
"257",215,199
"258",214,199
"259",91,199
"260",17,199
"261",325,199
"262",29,199
"263",114,199
"264",90,199
"265",31,199
"266",17,199
"267",36,199
"268",23,199
"269",38,199
"270",19,199
"271",24,199
"272",60,199
"273",37,199
"274",175,199
"275",29,199
"276",28,199
"277",26,199
"278",79,199
"279",44,199
"280",25,199
"281",27,199
"282",44,199
"283",70,199
"284",16,199
"285",59,199
"286",90,199
"287",131,199
"288",79,199
"289",31,199
"290",206,199
"291",552,199
"292",156,199
"293",10,199
"294",123,199
"295",32,199
"296",19,199
"297",19,199
"298",52,199
"299",90,199
"300",101,199
"301",107,199
"302",27,199
"303",13,199
"304",72,199
"305",12,199
"306",19,199
"307",22,199
"308",365,199
"309",17,199
"310",214,199
"311",215,199
"312",20,199
"313",59,199
