"","NumDiffGenes","Actual"
"1",53,65
"2",187,65
"3",502,65
"4",6,65
"5",2639,65
"6",61,65
"7",34,65
"8",34,65
"9",12,65
"10",44,65
"11",1,65
"12",90,65
"13",12,65
"14",27,65
"15",2,65
"16",50,65
"17",53,65
"18",27,65
"19",61,65
"20",13,65
"21",1,65
"22",2,65
"23",10,65
"24",1012,65
"25",67,65
"26",8,65
"27",0,65
"28",4,65
"29",4,65
"30",51,65
"31",5,65
"32",2,65
"33",4,65
"34",8,65
"35",20,65
"36",29,65
"37",34,65
"38",119,65
"39",5,65
"40",35,65
"41",2,65
"42",3,65
"43",84,65
"44",3,65
"45",3,65
"46",14,65
"47",0,65
"48",67,65
"49",5,65
"50",537,65
"51",5,65
"52",7,65
"53",22,65
"54",1,65
"55",0,65
"56",29,65
"57",819,65
"58",48,65
"59",8,65
"60",171,65
"61",224,65
"62",7,65
"63",0,65
"64",31,65
"65",117,65
"66",8,65
"67",34,65
"68",13,65
"69",9,65
"70",45,65
"71",0,65
"72",224,65
"73",50,65
"74",5,65
"75",103,65
"76",7,65
"77",2,65
"78",433,65
"79",61,65
"80",0,65
"81",5,65
"82",27,65
"83",8,65
"84",18,65
"85",52,65
"86",35,65
"87",0,65
"88",8,65
"89",13,65
"90",0,65
"91",5,65
"92",29,65
"93",18,65
"94",7,65
"95",16,65
"96",3,65
"97",21,65
"98",1,65
"99",16,65
"100",6,65
"101",1612,65
"102",9,65
"103",187,65
"104",2092,65
"105",13,65
"106",2092,65
"107",3,65
"108",1,65
"109",17,65
"110",45,65
"111",6,65
"112",0,65
"113",12,65
"114",247,65
"115",2092,65
"116",2,65
"117",9,65
"118",0,65
"119",3,65
"120",1088,65
"121",5,65
"122",488,65
"123",0,65
"124",2,65
"125",27,65
"126",0,65
"127",33,65
"128",1,65
"129",29,65
"130",119,65
"131",50,65
"132",5,65
"133",85,65
"134",48,65
"135",85,65
"136",13,65
"137",1012,65
"138",182,65
"139",61,65
"140",0,65
"141",41,65
"142",8,65
"143",31,65
"144",9,65
"145",7,65
"146",3,65
"147",159,65
"148",1,65
"149",3,65
"150",2,65
"151",25,65
"152",4,65
"153",0,65
"154",22,65
"155",2,65
"156",18,65
"157",61,65
"158",8,65
"159",2158,65
"160",8,65
"161",3,65
"162",9,65
"163",197,65
"164",2,65
"165",1,65
"166",9,65
"167",171,65
"168",9,65
"169",2,65
"170",24,65
"171",1,65
"172",1094,65
"173",6,65
"174",182,65
"175",85,65
"176",12,65
"177",5,65
"178",0,65
"179",26,65
"180",1,65
"181",410,65
"182",50,65
"183",0,65
"184",197,65
"185",2092,65
"186",10,65
"187",1403,65
"188",53,65
"189",540,65
"190",4,65
"191",0,65
"192",27,65
"193",1510,65
"194",175,65
"195",1,65
"196",2,65
"197",50,65
"198",13,65
"199",433,65
"200",14,65
"201",11,65
"202",2,65
"203",11,65
"204",918,65
"205",35,65
"206",2,65
"207",1,65
"208",1885,65
"209",3,65
"210",2,65
"211",22,65
"212",2158,65
"213",0,65
"214",0,65
"215",13,65
"216",22,65
"217",6,65
"218",27,65
"219",50,65
"220",2,65
"221",1596,65
"222",6,65
"223",0,65
"224",3,65
"225",0,65
"226",1,65
"227",2158,65
"228",21,65
"229",537,65
"230",159,65
"231",0,65
"232",1403,65
"233",0,65
"234",144,65
"235",50,65
"236",119,65
"237",67,65
"238",23,65
"239",993,65
"240",918,65
"241",2,65
"242",35,65
"243",45,65
"244",35,65
"245",48,65
"246",9,65
"247",13,65
"248",1,65
"249",8,65
"250",4,65
"251",0,65
"252",7,65
"253",12,65
"254",1,65
"255",9,65
"256",5,65
"257",0,65
"258",0,65
"259",4,65
"260",21,65
"261",7,65
"262",35,65
"263",51,65
"264",6,65
"265",99,65
"266",50,65
"267",53,65
"268",155,65
"269",6,65
"270",41,65
"271",12,65
"272",10,65
"273",16,65
"274",488,65
"275",8,65
"276",35,65
"277",2,65
"278",1094,65
"279",0,65
"280",119,65
"281",8,65
"282",36,65
"283",0,65
"284",9,65
"285",34,65
"286",0,65
"287",12,65
"288",1,65
"289",0,65
"290",7,65
"291",540,65
"292",8,65
"293",4,65
"294",1,65
"295",502,65
"296",2,65
"297",35,65
"298",175,65
"299",8,65
"300",7,65
"301",1,65
"302",0,65
"303",99,65
"304",13,65
"305",48,65
"306",5,65
"307",6,65
"308",1,65
"309",10,65
"310",1,65
"311",0,65
"312",29,65
"313",2,65
"314",0,65
"315",175,65
"316",737,65
"317",0,65
"318",879,65
"319",4,65
"320",13,65
"321",39,65
"322",2,65
"323",35,65
"324",159,65
"325",39,65
"326",61,65
"327",1,65
"328",117,65
"329",14,65
"330",13,65
"331",2,65
"332",70,65
"333",10,65
"334",6,65
"335",1,65
"336",4,65
"337",228,65
"338",2,65
"339",4,65
"340",15,65
"341",918,65
"342",17,65
"343",1,65
"344",11,65
"345",918,65
"346",1403,65
"347",0,65
"348",96,65
"349",12,65
"350",17,65
"351",5,65
"352",1,65
"353",36,65
"354",14,65
"355",22,65
"356",9,65
"357",2,65
"358",25,65
"359",29,65
"360",2,65
"361",58,65
"362",4,65
"363",175,65
"364",29,65
"365",44,65
"366",36,65
"367",86,65
"368",4,65
"369",547,65
"370",3,65
"371",879,65
"372",101,65
"373",21,65
"374",0,65
"375",51,65
"376",5,65
"377",21,65
"378",119,65
"379",0,65
"380",7,65
"381",3,65
"382",9,65
"383",3,65
"384",50,65
"385",53,65
"386",221,65
"387",2,65
"388",12,65
"389",537,65
"390",2,65
"391",86,65
"392",3,65
"393",2,65
"394",15,65
"395",34,65
"396",16,65
"397",0,65
"398",56,65
"399",1,65
"400",4,65
"401",2,65
"402",5,65
"403",152,65
"404",6,65
"405",29,65
"406",20,65
"407",2,65
"408",7,65
"409",13,65
"410",11,65
"411",11,65
"412",175,65
"413",35,65
"414",228,65
"415",2,65
"416",3,65
"417",1,65
"418",7,65
"419",0,65
"420",103,65
"421",2,65
"422",0,65
"423",1,65
"424",2,65
"425",0,65
"426",16,65
"427",53,65
"428",1,65
"429",52,65
"430",14,65
"431",0,65
"432",2,65
"433",0,65
"434",175,65
"435",21,65
"436",18,65
"437",22,65
"438",70,65
"439",1,65
"440",1,65
"441",31,65
"442",159,65
"443",171,65
"444",21,65
"445",4,65
"446",39,65
"447",0,65
"448",1,65
"449",7,65
"450",1612,65
"451",86,65
"452",86,65
"453",2,65
"454",59,65
"455",0,65
"456",1012,65
"457",9,65
"458",8,65
"459",21,65
"460",61,65
"461",1,65
"462",3,65
"463",11,65
"464",53,65
"465",1,65
"466",16,65
"467",4,65
"468",175,65
"469",7,65
"470",537,65
"471",1088,65
"472",20,65
"473",8,65
"474",24,65
"475",119,65
"476",0,65
"477",2,65
"478",27,65
"479",50,65
"480",21,65
"481",31,65
"482",2,65
"483",101,65
"484",8,65
"485",103,65
"486",4,65
"487",1338,65
"488",6,65
"489",4,65
"490",16,65
"491",2,65
"492",175,65
"493",6,65
"494",3,65
"495",11,65
"496",23,65
"497",0,65
"498",16,65
"499",51,65
"500",18,65
"501",0,65
"502",993,65
"503",9,65
"504",53,65
"505",2,65
"506",495,65
"507",85,65
"508",44,65
"509",13,65
"510",182,65
"511",10,65
"512",96,65
"513",488,65
"514",48,65
"515",3,65
"516",2092,65
"517",11,65
"518",51,65
"519",102,65
"520",2,65
"521",182,65
"522",858,65
"523",0,65
"524",59,65
"525",9,65
"526",159,65
"527",2,65
"528",0,65
"529",0,65
"530",629,65
"531",2,65
"532",2,65
"533",1,65
"534",0,65
"535",1,65
"536",8,65
"537",1,65
"538",12,65
"539",495,65
"540",31,65
"541",12,65
"542",0,65
"543",197,65
"544",0,65
"545",16,65
"546",23,65
"547",45,65
"548",638,65
"549",858,65
"550",553,65
"551",16,65
"552",36,65
"553",11,65
"554",433,65
"555",31,65
"556",37,65
"557",6,65
"558",638,65
"559",2,65
"560",24,65
"561",247,65
"562",85,65
"563",20,65
"564",10,65
"565",159,65
"566",10,65
"567",21,65
"568",53,65
"569",56,65
"570",1,65
"571",0,65
"572",2,65
"573",0,65
"574",14,65
"575",12,65
"576",16,65
"577",2,65
"578",9,65
"579",31,65
"580",53,65
"581",9,65
"582",433,65
"583",2,65
"584",15,65
"585",34,65
"586",495,65
"587",13,65
"588",9,65
"589",21,65
"590",11,65
"591",13,65
"592",96,65
"593",35,65
"594",4,65
"595",1012,65
"596",9,65
"597",18,65
"598",1,65
"599",0,65
"600",1,65
"601",3,65
"602",1338,65
"603",34,65
"604",5,65
"605",1885,65
"606",2,65
"607",1,65
"608",12,65
"609",1,65
"610",37,65
"611",0,65
"612",8,65
"613",2,65
"614",2,65
"615",8,65
"616",10,65
"617",4,65
"618",187,65
"619",85,65
"620",35,65
"621",184,65
"622",13,65
"623",1,65
"624",8,65
"625",8,65
"626",1,65
"627",8,65
"628",48,65
"629",70,65
"630",4,65
"631",1,65
"632",2,65
"633",2,65
"634",3,65
"635",11,65
"636",3,65
"637",59,65
"638",3,65
"639",5,65
"640",1,65
"641",34,65
"642",5,65
"643",7,65
"644",410,65
"645",7,65
"646",10,65
"647",0,65
"648",4,65
"649",11,65
"650",35,65
"651",103,65
"652",119,65
"653",9,65
"654",50,65
"655",8,65
"656",85,65
"657",50,65
"658",175,65
"659",119,65
"660",0,65
"661",7,65
"662",21,65
"663",3,65
"664",7,65
"665",27,65
"666",24,65
"667",5,65
"668",0,65
"669",48,65
"670",2639,65
"671",7,65
"672",61,65
"673",8,65
"674",35,65
"675",4,65
"676",35,65
"677",35,65
"678",14,65
"679",27,65
"680",2,65
"681",9,65
"682",61,65
"683",1,65
"684",2,65
"685",21,65
"686",16,65
"687",10,65
"688",21,65
"689",228,65
"690",502,65
"691",1,65
"692",5,65
"693",0,65
"694",7,65
"695",12,65
"696",12,65
"697",12,65
"698",7,65
"699",35,65
"700",1,65
"701",11,65
"702",1012,65
"703",152,65
"704",187,65
"705",16,65
"706",159,65
"707",35,65
"708",29,65
"709",34,65
"710",4,65
"711",18,65
"712",34,65
"713",1,65
"714",1338,65
"715",3,65
"716",1,65
"717",0,65
"718",13,65
"719",11,65
"720",1,65
"721",21,65
"722",16,65
"723",221,65
"724",37,65
"725",858,65
"726",29,65
"727",918,65
"728",22,65
"729",18,65
"730",27,65
"731",553,65
"732",12,65
"733",547,65
"734",565,65
"735",9,65
"736",2,65
"737",187,65
"738",4,65
"739",21,65
"740",22,65
"741",224,65
"742",5,65
"743",13,65
"744",4,65
"745",2,65
"746",5,65
"747",1,65
"748",4,65
"749",103,65
"750",29,65
"751",35,65
"752",2,65
"753",4,65
"754",0,65
"755",9,65
"756",10,65
"757",0,65
"758",61,65
"759",12,65
"760",0,65
"761",25,65
"762",39,65
"763",0,65
"764",11,65
"765",0,65
"766",1,65
"767",21,65
"768",67,65
"769",0,65
"770",0,65
"771",565,65
"772",9,65
"773",44,65
"774",70,65
"775",0,65
"776",35,65
"777",6,65
"778",3,65
"779",184,65
"780",58,65
"781",629,65
"782",65,65
"783",22,65
"784",0,65
"785",1,65
"786",21,65
"787",2,65
"788",9,65
"789",24,65
"790",2,65
"791",31,65
"792",1,65
"793",228,65
"794",25,65
"795",2,65
"796",16,65
"797",5,65
"798",34,65
"799",6,65
"800",1,65
"801",48,65
"802",18,65
"803",86,65
"804",6,65
"805",0,65
"806",1,65
"807",175,65
"808",1,65
"809",0,65
"810",44,65
"811",4,65
"812",629,65
"813",6,65
"814",1,65
"815",0,65
"816",15,65
"817",35,65
"818",10,65
"819",6,65
"820",858,65
"821",495,65
"822",1,65
"823",1,65
"824",85,65
"825",1338,65
"826",21,65
"827",0,65
"828",1,65
"829",5,65
"830",1,65
"831",0,65
"832",23,65
"833",53,65
"834",993,65
"835",1094,65
"836",96,65
"837",39,65
"838",1,65
"839",819,65
"840",102,65
"841",0,65
"842",11,65
"843",18,65
"844",22,65
"845",15,65
"846",1,65
"847",2,65
"848",6,65
"849",0,65
"850",433,65
"851",175,65
"852",7,65
"853",117,65
"854",858,65
"855",1510,65
"856",119,65
"857",3,65
"858",547,65
"859",65,65
"860",20,65
"861",175,65
"862",11,65
"863",9,65
"864",95,65
"865",5,65
"866",126,65
"867",2,65
"868",35,65
"869",50,65
"870",48,65
"871",184,65
"872",7,65
"873",39,65
"874",61,65
"875",7,65
"876",11,65
"877",119,65
"878",21,65
"879",1,65
"880",20,65
"881",247,65
"882",23,65
"883",7,65
"884",102,65
"885",488,65
"886",433,65
"887",35,65
"888",8,65
"889",8,65
"890",221,65
"891",2,65
"892",76,65
"893",59,65
"894",993,65
"895",6,65
"896",410,65
"897",5,65
"898",737,65
"899",144,65
