"","NumDiffGenes","Actual"
"1",76,60
"2",31,60
"3",27,60
"4",31,60
"5",28,60
"6",59,60
"7",36,60
"8",123,60
"9",67,60
"10",45,60
"11",26,60
"12",87,60
"13",150,60
"14",24,60
"15",122,60
"16",30,60
"17",63,60
"18",74,60
"19",28,60
"20",31,60
"21",48,60
"22",46,60
"23",28,60
"24",220,60
"25",104,60
"26",40,60
"27",28,60
"28",28,60
"29",26,60
"30",135,60
"31",16,60
"32",382,60
"33",68,60
"34",31,60
"35",31,60
"36",48,60
"37",62,60
"38",46,60
"39",17,60
"40",41,60
"41",81,60
"42",40,60
"43",123,60
"44",47,60
"45",49,60
"46",74,60
"47",109,60
"48",34,60
"49",32,60
"50",31,60
"51",16,60
"52",26,60
"53",80,60
"54",54,60
"55",140,60
"56",17,60
"57",71,60
"58",68,60
"59",65,60
"60",27,60
"61",150,60
"62",14,60
"63",42,60
"64",20,60
"65",47,60
"66",71,60
"67",140,60
"68",67,60
"69",24,60
"70",204,60
"71",44,60
"72",136,60
"73",141,60
"74",56,60
"75",14,60
"76",19,60
"77",32,60
"78",50,60
"79",67,60
"80",46,60
"81",38,60
"82",27,60
"83",52,60
"84",45,60
"85",36,60
"86",82,60
"87",33,60
"88",62,60
"89",24,60
"90",160,60
"91",86,60
"92",220,60
"93",78,60
"94",51,60
"95",122,60
"96",34,60
"97",35,60
"98",64,60
"99",317,60
"100",83,60
"101",115,60
"102",827,60
"103",41,60
"104",18,60
"105",304,60
"106",45,60
"107",27,60
"108",14,60
"109",45,60
"110",55,60
"111",119,60
"112",12,60
"113",160,60
"114",14,60
"115",31,60
"116",60,60
"117",14,60
"118",25,60
"119",68,60
"120",33,60
"121",14,60
"122",33,60
"123",135,60
"124",46,60
"125",12,60
"126",63,60
"127",83,60
"128",66,60
"129",83,60
"130",25,60
"131",32,60
"132",20,60
"133",14,60
"134",50,60
"135",304,60
"136",30,60
"137",46,60
"138",28,60
"139",57,60
"140",60,60
"141",53,60
"142",62,60
"143",83,60
"144",26,60
"145",42,60
"146",116,60
"147",47,60
"148",122,60
"149",68,60
"150",38,60
"151",41,60
"152",78,60
"153",41,60
"154",33,60
"155",78,60
"156",53,60
"157",56,60
"158",44,60
"159",68,60
"160",81,60
"161",82,60
"162",19,60
"163",60,60
"164",56,60
"165",63,60
"166",16,60
"167",45,60
"168",38,60
"169",116,60
"170",83,60
"171",45,60
"172",83,60
"173",14,60
"174",68,60
"175",33,60
"176",83,60
"177",45,60
"178",56,60
"179",62,60
"180",119,60
"181",55,60
"182",70,60
"183",31,60
"184",122,60
"185",49,60
"186",54,60
"187",63,60
"188",135,60
"189",17,60
"190",38,60
"191",62,60
"192",60,60
"193",46,60
"194",63,60
"195",111,60
"196",35,60
"197",54,60
"198",109,60
"199",20,60
"200",28,60
"201",13,60
"202",3013,60
"203",55,60
"204",125,60
"205",38,60
"206",75,60
"207",37,60
"208",56,60
"209",60,60
"210",14,60
"211",26,60
"212",827,60
"213",827,60
"214",25,60
"215",28,60
"216",89,60
"217",56,60
"218",166,60
"219",24,60
"220",1027,60
"221",27,60
"222",28,60
"223",19,60
"224",45,60
"225",125,60
"226",74,60
"227",81,60
"228",34,60
"229",139,60
"230",109,60
"231",17,60
"232",45,60
"233",41,60
"234",23,60
"235",16,60
"236",18,60
"237",188,60
"238",111,60
"239",541,60
"240",27,60
"241",78,60
"242",27,60
"243",31,60
"244",331,60
"245",65,60
"246",79,60
"247",14,60
"248",63,60
"249",28,60
"250",38,60
"251",38,60
"252",75,60
"253",31,60
"254",33,60
"255",107,60
"256",109,60
"257",107,60
"258",61,60
"259",25,60
"260",34,60
"261",36,60
"262",14,60
"263",20,60
"264",44,60
"265",123,60
"266",47,60
"267",54,60
"268",160,60
"269",23,60
"270",57,60
"271",24,60
"272",27,60
"273",80,60
"274",33,60
"275",83,60
"276",78,60
"277",67,60
"278",60,60
"279",36,60
"280",62,60
"281",3013,60
"282",39,60
"283",115,60
"284",30,60
"285",26,60
"286",86,60
"287",36,60
"288",76,60
"289",80,60
"290",46,60
"291",41,60
"292",46,60
"293",65,60
"294",65,60
"295",109,60
"296",70,60
"297",45,60
"298",56,60
"299",136,60
"300",25,60
"301",227,60
"302",75,60
"303",29,60
"304",34,60
"305",83,60
"306",67,60
"307",45,60
"308",35,60
"309",47,60
"310",51,60
"311",107,60
"312",87,60
"313",41,60
"314",28,60
"315",28,60
"316",38,60
"317",37,60
"318",46,60
"319",38,60
"320",24,60
"321",136,60
"322",23,60
"323",134,60
"324",87,60
"325",21,60
"326",63,60
"327",71,60
"328",24,60
"329",26,60
"330",26,60
"331",23,60
"332",12,60
"333",19,60
"334",24,60
"335",60,60
"336",53,60
"337",57,60
"338",18,60
"339",47,60
"340",67,60
"341",26,60
"342",29,60
"343",227,60
"344",54,60
"345",80,60
"346",123,60
"347",67,60
"348",54,60
"349",28,60
"350",38,60
"351",26,60
"352",20,60
"353",63,60
"354",23,60
"355",52,60
"356",59,60
"357",33,60
"358",56,60
"359",28,60
"360",20,60
"361",51,60
"362",55,60
"363",48,60
"364",135,60
"365",20,60
"366",304,60
"367",41,60
"368",25,60
"369",68,60
"370",82,60
"371",24,60
"372",25,60
"373",89,60
"374",31,60
"375",382,60
"376",14,60
"377",227,60
"378",41,60
"379",87,60
"380",79,60
"381",46,60
"382",684,60
"383",27,60
"384",50,60
"385",277,60
"386",22,60
"387",46,60
"388",56,60
"389",123,60
"390",126,60
"391",119,60
"392",54,60
"393",46,60
"394",60,60
"395",28,60
"396",13,60
"397",44,60
"398",116,60
"399",52,60
"400",37,60
"401",40,60
"402",19,60
"403",23,60
"404",21,60
"405",317,60
"406",26,60
"407",18,60
"408",25,60
"409",33,60
"410",17,60
"411",39,60
"412",93,60
"413",215,60
"414",50,60
"415",35,60
"416",68,60
"417",60,60
"418",227,60
"419",37,60
"420",204,60
"421",28,60
"422",12,60
"423",25,60
"424",37,60
"425",62,60
"426",25,60
"427",24,60
"428",26,60
"429",38,60
"430",26,60
"431",17,60
"432",74,60
"433",45,60
"434",68,60
"435",33,60
"436",111,60
"437",25,60
"438",34,60
"439",36,60
"440",48,60
"441",111,60
"442",31,60
"443",70,60
"444",44,60
"445",86,60
"446",64,60
"447",96,60
"448",78,60
"449",28,60
"450",32,60
"451",37,60
"452",31,60
"453",63,60
"454",41,60
"455",60,60
"456",24,60
"457",25,60
"458",78,60
"459",29,60
"460",304,60
"461",31,60
"462",67,60
"463",26,60
"464",74,60
"465",160,60
"466",83,60
"467",38,60
"468",47,60
"469",45,60
"470",40,60
"471",48,60
"472",111,60
"473",60,60
"474",106,60
"475",30,60
"476",78,60
"477",19,60
"478",60,60
"479",49,60
"480",78,60
"481",83,60
"482",20,60
"483",25,60
"484",60,60
"485",83,60
"486",24,60
"487",17,60
"488",39,60
"489",36,60
"490",87,60
"491",41,60
"492",83,60
"493",111,60
"494",26,60
"495",45,60
"496",37,60
"497",76,60
"498",24,60
"499",63,60
"500",24,60
"501",37,60
"502",42,60
"503",50,60
"504",27,60
"505",49,60
"506",31,60
"507",36,60
"508",35,60
"509",87,60
"510",139,60
"511",25,60
"512",96,60
"513",56,60
"514",56,60
"515",45,60
"516",41,60
"517",26,60
"518",37,60
"519",48,60
"520",48,60
"521",14,60
"522",12,60
"523",31,60
"524",83,60
"525",41,60
"526",18,60
"527",29,60
"528",67,60
"529",45,60
"530",16,60
"531",13,60
"532",26,60
"533",444,60
"534",125,60
"535",28,60
"536",23,60
"537",104,60
"538",17,60
"539",31,60
"540",49,60
"541",83,60
"542",23,60
"543",53,60
"544",25,60
"545",66,60
"546",28,60
"547",31,60
"548",27,60
"549",33,60
"550",22,60
"551",98,60
"552",148,60
"553",189,60
"554",35,60
"555",109,60
"556",54,60
"557",55,60
"558",45,60
"559",62,60
"560",17,60
"561",76,60
"562",26,60
"563",52,60
"564",38,60
"565",14,60
"566",41,60
"567",45,60
"568",60,60
"569",148,60
"570",136,60
"571",26,60
"572",52,60
"573",21,60
"574",44,60
"575",83,60
"576",21,60
"577",188,60
"578",22,60
"579",37,60
"580",139,60
"581",83,60
"582",37,60
"583",25,60
"584",47,60
"585",26,60
"586",81,60
"587",34,60
"588",53,60
"589",541,60
"590",46,60
"591",444,60
"592",34,60
"593",27,60
"594",78,60
"595",62,60
"596",66,60
"597",24,60
"598",123,60
"599",87,60
"600",18,60
"601",82,60
"602",31,60
"603",67,60
"604",45,60
"605",122,60
"606",40,60
"607",54,60
"608",37,60
"609",22,60
"610",134,60
"611",23,60
"612",27,60
"613",41,60
"614",62,60
"615",317,60
"616",45,60
"617",83,60
"618",541,60
"619",111,60
"620",75,60
"621",60,60
"622",20,60
"623",111,60
"624",24,60
"625",98,60
"626",139,60
"627",26,60
"628",24,60
"629",277,60
"630",109,60
"631",23,60
"632",59,60
"633",27,60
"634",33,60
"635",827,60
"636",265,60
"637",46,60
"638",27,60
"639",75,60
"640",25,60
"641",96,60
"642",444,60
"643",33,60
"644",37,60
"645",109,60
"646",41,60
"647",55,60
"648",29,60
"649",38,60
"650",18,60
"651",20,60
"652",166,60
"653",23,60
"654",28,60
"655",22,60
"656",79,60
"657",28,60
"658",150,60
"659",3013,60
"660",45,60
"661",50,60
"662",20,60
"663",119,60
"664",33,60
"665",81,60
"666",40,60
"667",46,60
"668",46,60
"669",212,60
"670",48,60
"671",46,60
"672",3013,60
"673",42,60
"674",20,60
"675",37,60
"676",33,60
"677",28,60
"678",46,60
"679",684,60
"680",227,60
"681",38,60
"682",40,60
"683",26,60
"684",46,60
"685",53,60
"686",541,60
"687",47,60
"688",136,60
"689",70,60
"690",382,60
"691",87,60
"692",111,60
"693",57,60
"694",68,60
"695",34,60
"696",136,60
"697",67,60
"698",26,60
"699",44,60
"700",136,60
"701",14,60
"702",45,60
"703",37,60
