baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000004487	7.67869613912406	2.99982605129232	1.10446710606929	2.76067521923914	0.00576820068589642	0.190797019698919
ENSG00000004700	32.3082727931225	-3.84059933587477	1.22178368414184	-3.31460616523704	0.000917723232087926	0.190797019698919
ENSG00000004939	10.090004686377	3.1800693663919	1.11152672856992	2.89210009495502	0.00382676007869913	0.190797019698919
ENSG00000005075	6.97015613150972	2.90461908769995	1.09697392904939	2.68949526596428	0.00715601620312519	0.190797019698919
ENSG00000005238	14.8348897815218	-3.11999380199389	1.22079307641999	-2.68068808024343	0.00734709641485288	0.190797019698919
ENSG00000006015	7.86565387598988	2.97899167584304	1.12077097063157	2.70804597948475	0.0067680645081719	0.190797019698919
ENSG00000006831	11.1313392459332	-3.05163937829521	1.16557880920502	-2.70317476222313	0.00686806251886241	0.190797019698919
ENSG00000007341	7.76697034499812	-2.94816743416776	1.08178839000908	-2.76517886929311	0.00568915904624686	0.190797019698919
ENSG00000010072	18.4640555183285	-3.24823115508812	1.23741597185037	-2.77297648585437	0.00555461342345225	0.190797019698919
ENSG00000010256	22.9421964866841	-3.39590924466476	1.24594223706959	-2.89636194772134	0.00377516703280368	0.190797019698919
ENSG00000011454	15.900015519201	-3.18590046112825	1.22599012601285	-2.72604446722305	0.00640983622798349	0.190797019698919
ENSG00000012963	28.9130511111581	-3.54821141973376	1.25315854904583	-3.03067667904234	0.00244006381939859	0.190797019698919
ENSG00000013563	42.3474740162248	-3.79157519489732	1.26152727425176	-3.26125814236276	0.00110919011179024	0.190797019698919
ENSG00000014914	16.2249850341507	-3.15678549135797	1.2316019273602	-2.69939645608623	0.00694653684361036	0.190797019698919
ENSG00000020256	26.3316564281602	-3.49551170018971	1.22037486742471	-2.96847146200659	0.00299284891803826	0.190797019698919
ENSG00000026559	15.4786282060915	-3.12272793986777	1.22934159901669	-2.67246471204742	0.00752962934092315	0.190797019698919
ENSG00000033100	16.97134186221	-3.18892949267419	1.23368895987967	-2.72503095361786	0.00642954589854626	0.190797019698919
ENSG00000036549	10.038642147728	-3.17511697368453	1.10679364861144	-2.91685652845861	0.00353578370701277	0.190797019698919
ENSG00000038219	18.4428191366486	-3.53712356241081	1.17745281778528	-3.10497024326337	0.00190298168178801	0.190797019698919
ENSG00000048707	19.2718257289848	-3.18061597177702	1.23568020088033	-2.68252659633405	0.00730683415244144	0.190797019698919
ENSG00000049656	44.2285092131718	4.24265923458336	1.2443529573937	3.52612872062946	0.000421681962097001	0.190797019698919
