baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000169756	196.949534539456	-6.88312472568856	0.931305276004873	-7.15648681096378	8.27708395525437e-13	9.6543907254087e-09
ENSG00000198586	129.759937982504	-6.29934361176871	0.976051553814191	-6.2725157497958	3.55260504791825e-10	2.07187926394592e-06
ENSG00000150637	123.549192483283	-6.41060608223239	1.00421172163101	-6.1587378498739	7.33269912157737e-10	2.85095341846928e-06
ENSG00000234745	95.8936983125046	-6.11148049280644	1.00364859289802	-5.88318240849001	4.02451956094244e-09	1.17354990397081e-05
ENSG00000144746	72.9751837710729	-5.8768674929964	0.973323530070664	-5.82369214275784	5.75615663353175e-09	1.279046722972e-05
ENSG00000183283	61.8611407637934	-5.73194483512129	0.952143550569754	-5.80132080518145	6.57945845150208e-09	1.279046722972e-05
ENSG00000168461	49.8320982609718	-5.48557073079209	0.946139531091525	-5.59285958904017	2.23359919993867e-08	3.7218144382978e-05
ENSG00000130830	104.245838876643	-5.50018914838501	0.979411862652183	-5.51607000543655	3.4666421536961e-08	5.05436426008891e-05
ENSG00000115758	102.621099384229	-5.97837056637484	1.06605324721473	-5.46279353487656	4.68699616408375e-08	6.07434702865254e-05
ENSG00000138449	97.018771388846	-5.88654488481023	1.07421815145401	-5.34522431493096	9.03051477186565e-08	0.000105331924299041
ENSG00000117592	110.215859887844	-5.28154177785074	0.998557110621278	-5.22810861368687	1.71252901939492e-07	0.000153653372940172
ENSG00000161911	56.866225364293	-5.46278394286322	1.01181499540591	-5.23870658980775	1.61705890333422e-07	0.000153653372940172
ENSG00000167461	66.7680386440066	-5.58883678290644	1.03389540818232	-5.2528612697759	1.49754335744338e-07	0.000153653372940172
ENSG00000041353	96.0651820314724	-5.77251790091095	1.10115385247721	-5.13610980480602	2.80483816613778e-07	0.000233683088355936
ENSG00000109272	53.2953392811166	-5.16467679812409	0.994336331155318	-5.08213318548425	3.73219565438994e-07	0.000283440659491684
ENSG00000151023	70.6053825314411	-5.5488394559538	1.06682431457598	-5.07435749166175	3.88807489014655e-07	0.000283440659491684
ENSG00000021355	77.2064223537815	-5.58514550856636	1.08564778967572	-5.03096108818959	4.88027199104742e-07	0.000334844073550454
ENSG00000123505	61.3721146781719	-5.40800281430547	1.06017686895199	-4.97551819984331	6.50733197203548e-07	0.000399481684851694
ENSG00000184602	72.8820805337002	-5.527068568555	1.08460017212264	-4.98274511054235	6.26885047936013e-07	0.000399481684851694
ENSG00000180628	73.4001097197237	-5.5160020775298	1.08932732547503	-4.95513106456885	7.22815498558412e-07	0.00040147237977073
ENSG00000206560	95.231662815388	-5.00334303988953	1.00264991756453	-4.95767410609586	7.13421011090272e-07	0.00040147237977073
ENSG00000137801	109.061828932195	-4.77507119934001	0.968846264028873	-4.91614536665319	8.82648671440274e-07	0.000467964277439971
ENSG00000035403	382.695738748453	-4.63676643138584	0.946844453779303	-4.89873586301679	9.64552050039671e-07	0.000489153700507075
ENSG00000128266	59.2550314180035	-5.30607162719259	1.07923372623458	-4.80824340175384	1.52262307474021e-06	0.000662061528749973
ENSG00000151702	49.3416115760356	-5.1786294353953	1.05096706638884	-4.80694388595207	1.53254983506938e-06	0.000662061528749973
ENSG00000198898	44.3933939486768	-5.10866662032409	1.03502098409955	-4.80723377786027	1.53033002728615e-06	0.000662061528749973
ENSG00000221823	42.2763411554113	-5.07336198188263	1.02281848499118	-4.8287459651291	1.37395550729945e-06	0.000662061528749973
ENSG00000108518	75.6456921038637	-4.71352293208905	0.986646443025199	-4.75029407642759	2.03121043118996e-06	0.000816966843772403
ENSG00000146376	53.0459186653412	-5.20753459985251	1.07132650289375	-4.75034876303862	2.03066117701021e-06	0.000816966843772403
ENSG00000119684	60.136429231508	-5.26927614227669	1.09603898159772	-4.71164727079955	2.45722424476056e-06	0.000955368786362907
ENSG00000198888	6778.85095098442	-4.0305627746208	0.869165338826689	-4.64136678786493	3.46112123012626e-06	0.00130227477510299
ENSG00000197442	50.9990858990124	-5.12024577003609	1.0841107289304	-4.62433774066076	3.75797122352396e-06	0.00136978051097448
ENSG00000080503	80.6714690979674	-5.17200815553757	1.11373352759267	-4.58881255863597	4.45774471517298e-06	0.0015292686575817
ENSG00000187764	68.4292281574164	-4.97523160849594	1.06792386240251	-4.59210890625119	4.3878927306029e-06	0.0015292686575817
ENSG00000114541	58.0934425143912	-5.0178303803548	1.08400981623492	-4.56562359759046	4.98011664386184e-06	0.0015450996224038
ENSG00000138735	77.5209605928724	-4.73871032471363	1.03683519461235	-4.56337574072079	5.03376077257755e-06	0.0015450996224038
ENSG00000188921	53.7672245159833	-5.12664228378073	1.09898325806599	-4.57690306906422	4.71909982794931e-06	0.0015450996224038
ENSG00000189060	37.6123109223776	-4.88792945461498	1.04422914999826	-4.56782533263164	4.92810421273109e-06	0.0015450996224038
ENSG00000143549	165.169850652568	-4.4988945702203	0.988086092045433	-4.55157555394553	5.32456699108856e-06	0.00159245511241172
