baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000130956	50.9031527171659	-6.03106173699466	0.968503255968569	-6.00536106711711	1.90906578187826e-09	2.2267343279828e-05
ENSG00000204642	100.739266923089	-6.12357169947351	1.03929794158411	-5.77139318715543	7.86187874703527e-09	4.58504768527097e-05
ENSG00000273749	46.5185120450246	-5.75748505404956	1.03441922415353	-5.40189192159734	6.59416786122334e-08	0.000256381246444364
ENSG00000100979	41.9961538513329	-5.60546680306284	1.04212751653505	-5.22909377006363	1.70342955768254e-07	0.000496720059020228
ENSG00000163902	43.1277992147422	-5.59946968068581	1.05894206781615	-5.14624423828187	2.6575337319492e-07	0.000619949468989109
ENSG00000185736	34.129834095714	-5.34805970472906	1.04810361836303	-4.96772367785405	6.77433984205965e-07	0.0013169316652964
ENSG00000135898	38.0323643207359	-5.37099371920416	1.08889799199599	-4.81669739705337	1.45953771864445e-06	0.00243200685003841
ENSG00000101752	37.7473828135398	-5.33972171069596	1.09539617209525	-4.76438357723215	1.89431851709086e-06	0.00245503679814976
ENSG00000272391	39.0496102698414	-5.37272628775683	1.09793852729255	-4.78310467554184	1.72608180079683e-06	0.00245503679814976
ENSG00000053524	35.7631742665691	-5.04271306414112	1.05792498778954	-4.68073082640265	2.85854057250503e-06	0.00258841545022819
ENSG00000093010	40.237042421229	-5.35602101793405	1.11724665981526	-4.69356815542436	2.68480485694706e-06	0.00258841545022819
ENSG00000117000	32.3903065713883	-5.2101625682475	1.07563700064376	-4.72951119956538	2.25061040176933e-06	0.00258841545022819
ENSG00000196313	31.5422802711215	-4.92708650612616	1.0371131310769	-4.66362927158939	3.10680866796936e-06	0.00258841545022819
ENSG00000284976	40.6301434067682	-5.3518153486362	1.1238074049194	-4.66466923863486	3.09113840200271e-06	0.00258841545022819
ENSG00000125826	42.7796767771687	-5.38322503525997	1.13612473804047	-4.64442942206176	3.41017599539375e-06	0.00265175285401818
ENSG00000064225	33.2927931278797	-5.18821550013958	1.09644038154075	-4.62821816780131	3.68825358241411e-06	0.00268873686157989
ENSG00000150594	58.5259259744962	-5.51997834283509	1.19882664475181	-4.54856410477127	5.40131905984658e-06	0.00370594032435592
ENSG00000128311	40.3729945209741	-5.26730236781158	1.14876995663818	-4.50407055802824	6.66640565645059e-06	0.00420982229587047
ENSG00000129993	39.4919940509705	-5.24381532895291	1.1477882281539	-4.48793347390383	7.19173773426635e-06	0.00420982229587047
ENSG00000171853	32.2756044867732	-5.10861974184365	1.1152695729052	-4.48714224758027	7.21848816164347e-06	0.00420982229587047
ENSG00000134070	38.927538112075	-5.21152663298586	1.15425304740632	-4.43782774694501	9.08712925526993e-06	0.00504725122064136
ENSG00000105248	28.5857678061752	-4.98959167378333	1.10871003131729	-4.40710374606528	1.04762016883306e-05	0.00518478507326418
