baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000004799	24.0038393758408	-3.58701678065224	1.15791887206907	-3.14388769648175	0.00166719408337026	0.170010833220203
ENSG00000005022	11.1184068040333	3.37495987323583	1.09579128311953	3.03337281418804	0.0024183662836122	0.170010833220203
ENSG00000005075	14.5603442361863	-3.60339359159763	1.06943021037079	-3.33429455220413	0.000855160476349344	0.170010833220203
ENSG00000008441	21.9183982311765	3.7688287902731	1.11859846189362	3.33012829741366	0.00086805976600361	0.170010833220203
ENSG00000012232	12.2336109354077	3.28770318548469	1.08235269964852	3.00142557022209	0.00268718722667694	0.170010833220203
ENSG00000013561	15.6295297478661	3.76124568456371	1.09471161235503	3.37735664941293	0.000731860891856917	0.170010833220203
ENSG00000026751	10.5242096301667	3.29893535717037	1.09189596444568	2.98165963768534	0.00286690534737595	0.170010833220203
ENSG00000051108	12.0247120194488	3.40549851393244	1.10601613935254	3.04072666424185	0.00236007976119369	0.170010833220203
ENSG00000052723	13.4722971390902	-3.46405882508764	1.08232319201527	-3.17933008332582	0.00147615886957566	0.170010833220203
ENSG00000059804	29.4322638709288	-2.83626504058571	0.916526840899869	-3.08144249834547	0.00206000260470281	0.170010833220203
ENSG00000061794	24.2321408398577	-3.73859789220194	1.15523423669257	-3.29096221051064	0.000998453250308387	0.170010833220203
ENSG00000067798	18.7294929372865	-3.95864123357961	1.03994866498525	-3.74288755988264	0.000181917644849375	0.170010833220203
ENSG00000070831	17.3534414421326	-3.31278759416412	1.11865014563321	-2.96538203384336	0.0030230726027485	0.170010833220203
ENSG00000071626	16.0952492623569	3.2864302946482	1.09593428511131	2.98056569673521	0.0028771651610457	0.170010833220203
ENSG00000072415	17.2112440202826	3.78215080222679	1.11798801588998	3.33364268819864	0.000857166935206702	0.170010833220203
ENSG00000075240	22.2621105466884	4.00236154431137	1.12840139025978	3.50183438848772	0.000462066737681553	0.170010833220203
ENSG00000075275	14.9840320896496	3.53196076069374	1.14530580022429	3.04998110225528	0.00228855765801835	0.170010833220203
ENSG00000078902	9.48219028475037	-3.16052043551302	1.05481425226268	-2.96674332253435	0.00300972105330996	0.170010833220203
ENSG00000082996	15.5491302394572	-3.46065902432108	1.12491510191724	-3.08645317226975	0.00202559849153804	0.170010833220203
ENSG00000083223	26.8907762414029	-4.36648158544894	1.03675118142941	-4.1302314672123	3.62398175247146e-05	0.170010833220203
ENSG00000085265	22.2698566323396	-3.80221014019669	1.12525627520314	-3.39732081456462	0.000680491374920876	0.170010833220203
ENSG00000087299	6.70493740346141	3.0451249051488	0.984253446479811	3.03458934872476	0.00240863398503825	0.170010833220203
ENSG00000090061	14.4634209501408	-3.48815045319343	1.09451822809922	-3.17570080127622	0.00149475031537991	0.170010833220203
ENSG00000091583	10.5062743221552	3.42543090730524	1.05604083715456	3.18464961518518	0.00144929370935658	0.170010833220203
ENSG00000093217	8.97837849849822	3.22560914603715	1.06455720313879	2.97857714692179	0.00289590118211773	0.170010833220203
ENSG00000099901	10.6517005231002	3.4649365339835	1.0498148445332	3.23703094346955	0.00120780314453681	0.170010833220203
ENSG00000100151	10.8814574080241	-3.30860176060245	1.05788155063719	-3.09494883393983	0.00196846851612492	0.170010833220203
ENSG00000100201	33.4143074752615	-3.84758115684198	1.1389289691478	-3.42168895615148	0.000622334645040876	0.170010833220203
ENSG00000100227	16.319360519641	-3.71326456308602	1.06783772355695	-3.442280811498	0.000576831117511136	0.170010833220203
ENSG00000100865	19.7685768353666	-3.58299700010422	1.14840808192678	-3.15889450361584	0.00158368806505139	0.170010833220203
ENSG00000101082	27.7962161307031	-3.41644595010677	1.11363681658393	-3.0952423284811	0.00196652157518884	0.170010833220203
ENSG00000101294	20.1847603227446	3.47997172681646	1.11524641370889	3.08346959059718	0.00204602019448374	0.170010833220203
ENSG00000101596	8.87467714641447	3.21805711113524	1.05958509208902	2.98623332073564	0.00282437060032853	0.170010833220203
ENSG00000101997	13.4530715701993	3.43951890198492	1.13959299361799	2.98346197569747	0.00285007446846162	0.170010833220203
ENSG00000102984	19.0955499164092	-3.46790252218328	1.16508949797248	-3.03175998854801	0.00243132440883787	0.170010833220203
ENSG00000103351	14.3623865535077	-3.29495868205099	1.0887229636077	-3.01115905614237	0.00260252487467102	0.170010833220203
ENSG00000104529	22.6108917670988	-3.28256640966837	1.09340947344843	-3.00277740837696	0.00267528026644059	0.170010833220203
ENSG00000105373	8.62863811295193	3.13582232651904	1.03129913498369	2.98744302872647	0.00281321722392077	0.170010833220203
ENSG00000105726	14.569313563015	-3.37862074525226	1.12603452916458	-3.01342500757865	0.00258316875286285	0.170010833220203
ENSG00000105835	24.2216882953662	3.56821175581698	1.0602869591188	3.33690146308844	0.000847179779672122	0.170010833220203
ENSG00000106366	13.1354180816162	-3.34052041661087	1.11189530589791	-3.00327692892255	0.00267089271473944	0.170010833220203
ENSG00000106605	12.9989881663007	-3.30456796549938	1.11409882002813	-2.97022264457772	0.00297583987274941	0.170010833220203
ENSG00000107263	8.96127363724637	3.22667402484644	1.06055187354431	2.99157747290328	0.00277540105691021	0.170010833220203
ENSG00000107738	35.4666905336657	-4.45400608493581	1.0842783407226	-4.08063941211389	4.49119822647202e-05	0.170010833220203
ENSG00000108349	31.5850270432081	-3.52332512108985	1.10548249247494	-3.20611644353955	0.00134539533096052	0.170010833220203
ENSG00000109046	7.94738543153413	3.14508347082543	1.03626841836309	2.98155015622701	0.00286793064196488	0.170010833220203
ENSG00000110917	18.5262153768421	-3.48431227955301	1.15560447327751	-3.05980955371267	0.00221477777399612	0.170010833220203
ENSG00000111339	13.1468794663093	3.4195990759561	1.13831650435248	2.96921677023569	0.00298559900844824	0.170010833220203
ENSG00000113758	22.5374933491688	-4.00004197250534	1.08161490400412	-3.67092017793688	0.000241678814362543	0.170010833220203
ENSG00000114098	21.0339317349281	-4.04605224585432	1.0504772908212	-3.79434161191971	0.000148035743900284	0.170010833220203
ENSG00000114302	13.4070413812028	-3.34352171800896	1.11260757812237	-3.0078149696803	0.00263133293414569	0.170010833220203
ENSG00000115216	23.7869469139226	-3.98767369814526	1.09768497044939	-3.62251764808035	0.000291749549361835	0.170010833220203
ENSG00000115310	28.4334000158509	-3.5642462345499	1.11694562702721	-3.23798087208252	0.00120378880196922	0.170010833220203
ENSG00000115317	11.7469675384174	-3.35410245550817	1.06963852461152	-3.10919065887743	0.00187600616971544	0.170010833220203
ENSG00000115825	25.2894184697388	-4.00594505199267	1.10865680881751	-3.61442437170656	0.000301015665736508	0.170010833220203
ENSG00000116161	9.64030862643388	3.29044858552623	1.06849184957975	3.02849610388189	0.00245774246365711	0.170010833220203
ENSG00000116199	12.8973743425446	-3.41905351909971	1.08198367240288	-3.13914022801574	0.00169444340943586	0.170010833220203
ENSG00000117475	11.3905540182315	-3.26305684519947	1.09450634809258	-2.96700537372845	0.0030071570319932	0.170010833220203
