baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000142945	166.251788143091	4.63261039478928	0.742708006306263	6.30115405398715	2.95437567034883e-10	3.44598378189487e-06
ENSG00000153714	60.7236852789537	-4.80213926203052	0.771374019546592	-6.06684621093209	1.30446354804593e-09	7.60763141220384e-06
ENSG00000131153	104.210350994349	4.47797790855212	0.809897438193826	5.79199912387063	6.95535055922363e-09	2.70424029742615e-05
ENSG00000170935	63.8582372923651	-4.53845811837599	0.800172282243428	-5.67912678465318	1.35384104579468e-08	3.94780048953728e-05
ENSG00000053108	80.7401780358147	-4.37706125376199	0.823675312971955	-5.52324419574553	3.32796685289651e-08	7.76348107443698e-05
ENSG00000102543	108.410302178421	3.65852035723763	0.674636620811094	5.42404800338799	5.8264223730627e-08	0.000113265650932339
ENSG00000133048	87.4504323151509	4.09708980308276	0.792892967481726	5.24487676919647	1.56386816958885e-07	0.000231503249806392
ENSG00000236279	48.2921291093703	-4.21358577398696	0.80908930944583	-5.24207433001917	1.58781378468033e-07	0.000231503249806392
ENSG00000242550	520.286602304175	3.87726261842878	0.849622087724836	5.15345209374958	2.55734427680017e-07	0.000331431818273302
ENSG00000124469	408.324958641243	3.79517030552765	0.758800917283615	5.0654717950135	4.07390097131719e-07	0.000475179809294437
ENSG00000130305	241.945402411078	3.05741447381544	0.606723959824184	5.03377225596849	4.80920982134936e-07	0.000509951121420172
ENSG00000092969	220.454139058541	-3.52827703268552	0.739691373394564	-4.82292832569571	1.41465815496445e-06	0.00126646373896626
ENSG00000163220	21349.0545312187	3.06270732072186	0.638249378433773	4.80857447845949	1.52010393908845e-06	0.00126646373896626
ENSG00000163221	1913.78915833632	3.15463750213593	0.654685307804594	4.83052599702711	1.36172832436876e-06	0.00126646373896626
ENSG00000113924	373.790715870254	-3.51200158964241	0.74271988629544	-4.77527385887058	1.79462860519882e-06	0.00139550320340261
ENSG00000143546	96289.0869387163	3.27415821874072	0.69450049065321	4.73841131675846	2.15400257922835e-06	0.00157026788025747
ENSG00000101470	344.259872152029	-3.10622942387028	0.664832454457791	-4.68625917367834	2.78243876145905e-06	0.0015940167565318
ENSG00000102837	174.091853216618	3.60554811202459	0.784081543550193	4.68179047022263	2.84380075673791e-06	0.0015940167565318
ENSG00000122386	50.8209487480147	-3.71359257657366	0.833629995081525	-4.67120704219288	2.99434931497133e-06	0.0015940167565318
ENSG00000140534	46.6495112252768	3.64667197079337	0.837810473878911	4.67037202671156	3.00654738028975e-06	0.0015940167565318
ENSG00000144395	49.9514592457675	-3.74563191681555	0.842558016750192	-4.7026709104388	2.56780116376251e-06	0.0015940167565318
ENSG00000166851	84.829184286119	3.59602086414359	0.764701879745401	4.70833416949434	2.49749426602942e-06	0.0015940167565318
ENSG00000115271	2182.84094502248	2.71561622462769	0.593172262608316	4.58177139454907	4.61053752595338e-06	0.00233814390011827
ENSG00000135069	47.4680299928371	3.53143949615397	0.784950201952217	4.50948187773	6.49861454389599e-06	0.00315832666833345
ENSG00000213462	1147.86156037874	-2.97576649243443	0.664857266916009	-4.48777142921434	7.19720854211172e-06	0.00335792961740764
ENSG00000118520	1388.33553998738	3.01186499459376	0.677885605407811	4.4567858038271	8.31976574384429e-06	0.00346577670129285
ENSG00000198840	24310.6076589987	-2.59123147403511	0.581324896137767	-4.46057539292247	8.17398966199534e-06	0.00346577670129285
ENSG00000253250	99.1329263989562	3.40057825320977	0.767032636387162	4.46826509782144	7.88565431794155e-06	0.00346577670129285
ENSG00000128266	4008.03803420688	-2.76841469491469	0.624245706594066	-4.44105740549519	8.95179082096098e-06	0.00360047200467893
ENSG00000090104	32.6613676692926	3.33309935064679	0.757109332999905	4.40916596427114	1.03769480851379e-05	0.0040345574155016
ENSG00000102362	971.585966154606	-2.61785307906637	0.59621189333308	-4.39377821588974	1.11397465158734e-05	0.00406043760503586
ENSG00000164047	3108.65019793052	3.45627859287088	0.821952150000968	4.39419218233929	1.1118542384838e-05	0.00406043760503586
ENSG00000120306	581.911523687201	3.01936659527811	0.693327625178244	4.37277460727666	1.22677360658287e-05	0.00433608707490381
ENSG00000128791	462.486925680921	-2.41380172237214	0.554767559219073	-4.35280150222539	1.34408837626873e-05	0.00456258973883741
ENSG00000166523	394.22704294811	2.1638425608124	0.498246109251942	4.34257767866563	1.40820670951772e-05	0.00456258973883741
ENSG00000272398	1951.59960130955	2.93785879178023	0.678208944983739	4.34550484686645	1.38955703455997e-05	0.00456258973883741
ENSG00000153162	1168.47666300386	-2.83475923291707	0.6573032933665	-4.322916981991	1.53979686011552e-05	0.0048541055611858
ENSG00000120875	25.4367656304263	3.40117654568311	0.822154024905547	4.30684546405385	1.65599215622044e-05	0.00503240007488942
ENSG00000151023	3828.84239293842	-2.88084849800758	0.671381159118015	-4.30331098286652	1.682644057962e-05	0.00503240007488942
ENSG00000114487	403.637318168131	-2.93107880495476	0.685072613864548	-4.29279218885036	1.76440130969368e-05	0.00514499421906679
ENSG00000109272	6422.25320812515	-2.72633156068788	0.643004234481628	-4.24737206632507	2.16292598843558e-05	0.00615326066563721
ENSG00000179862	69.7848548870837	3.1482354997131	0.74140674275537	4.23314782162664	2.30442927430998e-05	0.00639972929894085
ENSG00000167637	79.787085367549	3.11608374734754	0.736489335680572	4.22722782088222	2.36588093469366e-05	0.00641758958657369
ENSG00000163430	993.526773637583	-2.68044702671682	0.637760496720641	-4.20918034291454	2.56298761694584e-05	0.00664326390312362
ENSG00000225528	383.312145600026	-2.6318906465842	0.625299674566117	-4.2121109552899	2.52995210471996e-05	0.00664326390312362
ENSG00000198938	99364.8888681934	-2.53380334544684	0.60385485727871	-4.19983261534021	2.67112373001011e-05	0.00677304069279085
ENSG00000099194	132.394759114872	3.22864097157513	0.78159059353085	4.17068234278374	3.03688943324643e-05	0.00744484306593063
ENSG00000145386	219.042902848537	3.17717307625214	0.769037331293593	4.16867748449169	3.0637214263089e-05	0.00744484306593063
ENSG00000037749	93.6575911067065	2.93288381263457	0.707502100500937	4.14540687069281	3.3921084788084e-05	0.00762397828451942
ENSG00000085733	10816.3571792857	-2.58826828820832	0.624490811909098	-4.1497273033812	3.32871595714961e-05	0.00762397828451942
ENSG00000091483	210.963405228058	2.29702411083036	0.554259753275994	4.14237124038009	3.43733352956514e-05	0.00762397828451942
ENSG00000100448	393.258274058291	3.07040618778248	0.749801784673172	4.13107633935342	3.61068641004587e-05	0.00762397828451942
