baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000204420	473.960585887993	-8.82310677875167	1.02193639893301	-8.38510978754186	5.06784349754325e-17	5.91113265553444e-13
ENSG00000197461	186.342616736729	-7.78991425517084	0.96764585710663	-7.82618472832744	5.02898241095879e-15	2.93290254207117e-11
ENSG00000137801	453.084540719082	-7.56860294928305	0.962070996517771	-7.75721828916038	8.68124343154829e-15	3.37526744618598e-11
ENSG00000127824	319.088977920096	-7.25433585728147	0.957209302516679	-7.48073715895119	7.39068640325015e-14	2.15512415518774e-10
ENSG00000117592	278.32616472818	-8.03756464026995	1.0622420970258	-7.39868998568595	1.37534516599999e-13	3.20840520324477e-10
ENSG00000082781	164.34961095098	-7.19638792211274	1.1280775015906	-6.29312470351796	3.11138180341724e-10	5.13417186331063e-07
ENSG00000162366	213.522014609631	-7.38912395779809	1.16834446010789	-6.25553509647814	3.96155236366561e-10	5.13417186331063e-07
ENSG00000165702	119.138673241962	-6.91550238948858	1.08707261552834	-6.26460872228998	3.73762709715513e-10	5.13417186331063e-07
ENSG00000171928	119.244792194235	-6.61294798778445	1.03353167163764	-6.27241260607633	3.55496000907636e-10	5.13417186331063e-07
ENSG00000118855	180.731424676657	-6.40446699354098	1.02343586333346	-6.20524259323228	5.46125918556766e-10	6.37001271404612e-07
ENSG00000174175	121.311725515704	-6.89340509327839	1.10393336348839	-6.15702447782959	7.41243959377625e-10	7.85988140198238e-07
ENSG00000136231	139.737966319621	-6.98146203544834	1.1343935960854	-6.07959651600923	1.20485341723926e-09	1.17111752155656e-06
ENSG00000183255	164.523715709545	-6.12992983922436	1.00926062619596	-6.00711449456904	1.88854157005096e-09	1.69445760562111e-06
ENSG00000099785	88.0958929068776	-6.55569899819122	1.0790927871262	-5.99101211383874	2.08539103991725e-09	1.73742864925677e-06
ENSG00000151693	93.4631731777461	-6.59088280996689	1.09631964406693	-5.93330296950679	2.9690024570512e-09	2.30869631060301e-06
ENSG00000164181	75.0403882221408	-6.38978393595121	1.06651748690044	-5.90794217787596	3.46407554344398e-09	2.52531107117066e-06
ENSG00000092531	380.347506363574	-5.68031423758166	0.964327468169318	-5.88506028771059	3.97908920698528e-09	2.7301233241339e-06
ENSG00000126581	101.025390853805	-6.55342698753279	1.10041478610527	-5.87416183272388	4.24988054136071e-09	2.75392259080174e-06
ENSG00000074416	97.5148293470981	-6.5975438465697	1.11343429818679	-5.85488793435437	4.77331770810932e-09	2.93031461828353e-06
ENSG00000128609	113.168733885349	-6.40627456221607	1.08857280843751	-5.83105419884096	5.50782896192325e-09	3.21216585059364e-06
ENSG00000111817	56.9079078602588	-6.10652886174554	1.03893098019742	-5.79001134551875	7.03816700281011e-09	3.58160730927573e-06
ENSG00000147526	77.6266428615974	-6.05728704691176	1.03615431786776	-5.78943168713209	7.06249726623302e-09	3.58160730927573e-06
ENSG00000169504	88.0700055823537	-6.49415072897239	1.10634656380217	-5.79945657186453	6.65301648167941e-09	3.58160730927573e-06
ENSG00000011454	52.6394146710197	-5.68709525345051	0.982706024381684	-5.72836336095935	1.01404181922548e-08	4.92824324143583e-06
ENSG00000171735	37.3632326423726	-5.68675781853348	0.980979963596362	-5.69280148307589	1.24971660633685e-08	5.83067779852521e-06
ENSG00000142856	67.117372645921	-6.20941437410172	1.08194869047107	-5.67082014399339	1.42115533055211e-08	6.37552145213837e-06
ENSG00000142657	95.0029974754906	-5.6025143169796	0.984541990809309	-5.62508471691461	1.85416955641499e-08	7.72394060929447e-06
ENSG00000165233	52.7337481829156	-5.76142753855155	1.01010133929024	-5.62773734825116	1.82588828126793e-08	7.72394060929447e-06
ENSG00000085733	523.781043861442	-5.14231540913499	0.918933182122323	-5.59272995129864	2.23526816117713e-08	8.99040270067931e-06
ENSG00000010278	176.006801186758	-6.06442698620483	1.08600710725345	-5.53157656823481	3.17365272094853e-08	1.19411243023044e-05
ENSG00000101972	60.1494497699045	-6.06925211153203	1.08497892269041	-5.53185145459305	3.16868201424944e-08	1.19411243023044e-05
ENSG00000152229	67.3698623192258	-6.1547175658357	1.11008299104797	-5.48827837411397	4.05870087121131e-08	1.47939646755652e-05
ENSG00000090975	46.157042873167	-5.80929001276373	1.04997520024883	-5.46274305729133	4.68832958101368e-08	1.65711140099829e-05
ENSG00000181467	124.944030464081	-6.03487913589626	1.09501940163416	-5.4504498347072	5.02425739053707e-08	1.7236158295066e-05
ENSG00000110330	43.2174966605946	-5.73219732703454	1.04565378347868	-5.41248214009729	6.2157056077223e-08	2.07142829167065e-05
ENSG00000134548	37.8347297851412	-5.61181011997664	1.02853750990943	-5.37980884126648	7.45649723213354e-08	2.41590510321127e-05
ENSG00000137198	69.0015914462165	-6.12273940364613	1.13229495530547	-5.36239838502576	8.21241684857066e-08	2.58890892220887e-05
ENSG00000143727	33.5538437577293	-5.48173758035011	1.01407153653791	-5.32731512049558	9.96751500851961e-08	2.99904616466015e-05
ENSG00000149218	108.085133320284	-5.89618301525546	1.09788210000614	-5.32615635555106	1.00312790135314e-07	2.99904616466015e-05
ENSG00000177200	98.3814762078001	-5.42733834684978	1.01696679357878	-5.32161873594625	1.02847948033613e-07	2.99904616466015e-05
ENSG00000182732	74.8519205485066	-6.1698140694728	1.15229006264857	-5.31615102774586	1.05985191567933e-07	3.01514944987408e-05
ENSG00000075945	35.8336175022586	-5.53062614650929	1.02933545082861	-5.30130843681474	1.14975649948185e-07	3.19303804998959e-05
ENSG00000141759	94.9118405084778	-6.27685177771559	1.17993862496403	-5.2784355345686	1.30291487078223e-07	3.53423233786138e-05
ENSG00000110218	64.4843119256449	-6.03086120422554	1.13547487865416	-5.27077907591308	1.35845902402209e-07	3.60115137640766e-05
ENSG00000106868	171.262211155581	-5.783609188176	1.09931704174311	-5.26325307679469	1.41528546960713e-07	3.6139961138135e-05
ENSG00000108179	64.5992859903247	-5.88551443216835	1.1055084118677	-5.25800608705518	1.45625700745228e-07	3.6139961138135e-05
ENSG00000185963	68.6703723866292	-5.77680023677392	1.09067303489958	-5.26084388374576	1.43395747763482e-07	3.6139961138135e-05
ENSG00000185989	168.539547879632	-5.45587062489535	1.03629724872486	-5.24835327257602	1.53464797455798e-07	3.7291945781759e-05
ENSG00000146859	100.56816547887	-5.74818038405694	1.09040046424661	-5.2359769811038	1.64114407292905e-07	3.90659274829478e-05
ENSG00000113356	68.5239107044285	-6.06271305193413	1.15402044354018	-5.21837056783317	1.80504049505961e-07	3.98490947102739e-05
ENSG00000115758	229.961684556305	-5.7386570471724	1.10458611569008	-5.21432622925293	1.84486549584602e-07	3.98490947102739e-05
ENSG00000116138	35.8022052526596	-5.50320002875459	1.04241071716714	-5.21503709509335	1.83780453688436e-07	3.98490947102739e-05
ENSG00000129691	58.0101872012981	-5.92767359710069	1.12519952522105	-5.22681610834203	1.72453863015079e-07	3.98490947102739e-05
ENSG00000136404	35.2956414624381	-5.4919258797379	1.03903059116517	-5.22004196527845	1.78882592221332e-07	3.98490947102739e-05
ENSG00000198938	5754.83615083818	-3.87339171567536	0.744819990919491	-5.20078754464504	1.9844584216173e-07	4.20849509631713e-05
ENSG00000133318	66.6032548583922	-5.64196449934592	1.07017847643807	-5.19275543616564	2.07204294533222e-07	4.31576944899198e-05
ENSG00000128989	49.9747332001886	-5.77934836985954	1.10713115905616	-5.17845379244292	2.23732473000026e-07	4.49933718115915e-05
ENSG00000203485	78.062302957496	-6.14451466873972	1.18043756605513	-5.17949200267279	2.22490950404442e-07	4.49933718115915e-05
ENSG00000108622	38.4667821909994	-5.56218540979028	1.06412254614051	-5.16989624509896	2.34223999213238e-07	4.63048936749696e-05
ENSG00000022840	51.2000444376536	-5.79678573591144	1.11515956315172	-5.15774350003629	2.49943694007715e-07	4.77925122443605e-05
ENSG00000061676	61.8412125086551	-5.82494713301827	1.11772631264766	-5.1595449152227	2.47550831841475e-07	4.77925122443605e-05
ENSG00000181788	92.2360577532018	-5.47807695624418	1.05536713328096	-5.14014460223467	2.74527114735112e-07	5.16465204237152e-05
ENSG00000174437	45.1849574498096	-5.67133869938492	1.1022789438603	-5.10449891688394	3.31672174099549e-07	6.14067339475737e-05
ENSG00000236320	51.6986352651166	-5.78198430098696	1.1255325834611	-5.10124484254235	3.37426704251933e-07	6.14960168499148e-05
ENSG00000100362	92.008494214272	-6.22856210555147	1.22051645215298	-5.09229676254619	3.53751827230538e-07	6.25175956487424e-05
ENSG00000161013	55.0510981079855	-5.84013624137971	1.13892864689788	-5.09252991531944	3.53316944516234e-07	6.25175956487424e-05
ENSG00000197415	61.4312984164271	-5.91380647370609	1.15777240623568	-5.07974280255075	3.77946199056288e-07	6.48288892028315e-05
ENSG00000213462	69.1077871716322	-5.71589091554841	1.11852809226473	-5.08154621609174	3.74374899562661e-07	6.48288892028315e-05
ENSG00000185305	26.5482101528373	-5.19717911906865	1.01019839643481	-5.07345689545786	3.90652997148564e-07	6.5093950839155e-05
ENSG00000204614	53.0182162293266	-5.7950053636825	1.13420050170511	-5.07564860907998	3.86176391662691e-07	6.5093950839155e-05
ENSG00000118508	54.5393056970243	-5.81491868303796	1.13998352612893	-5.06877327273609	4.00387821487571e-07	6.57763880257892e-05
ENSG00000149091	47.1044191899102	-5.69236495013396	1.1173029741836	-5.05793840713806	4.23813265069748e-07	6.77172318325143e-05
ENSG00000256235	60.6933846405678	-5.8960625239627	1.15896197143852	-5.06014698026078	4.18933415582263e-07	6.77172318325143e-05
ENSG00000113441	37.2956543121971	-5.48391295889306	1.07543897385048	-5.05211393164452	4.36946920813815e-07	6.79539851249645e-05
ENSG00000198899	17539.4841809579	-4.13939567017176	0.819371906649511	-5.05279042164187	4.35401578331762e-07	6.79539851249645e-05
ENSG00000185825	54.8820176945167	-5.7985674420935	1.14809206870453	-5.02263331172497	5.09677963854771e-07	7.72062827324941e-05
ENSG00000198727	6982.27067638661	-4.03864161323984	0.804194081078329	-5.02267437633664	5.09568964702034e-07	7.72062827324941e-05
ENSG00000091409	41.2562707215432	-5.56710344514796	1.10182943450423	-5.01417807405051	5.32606436555363e-07	7.88015275838055e-05
ENSG00000185236	48.9024159266083	-5.50407109019151	1.08766591480842	-5.01377609503116	5.33720908703758e-07	7.88015275838055e-05
ENSG00000160211	49.9396977653046	-5.71662757594924	1.13613330129889	-5.00112673684964	5.69962280661647e-07	8.31005005204682e-05
