baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000180190	61.0535257237064	-5.97448441777889	0.966322794933613	-6.10023465101418	1.05912867665394e-09	1.23536768844916e-05
ENSG00000118482	36.6476965390382	-5.10637475643535	1.04632482076812	-4.86835696661704	1.12529925980654e-06	0.00656274528319175
ENSG00000080503	84.2516944769993	-3.74935161709898	0.81609205442388	-4.57727480574369	4.71072460060018e-06	0.00891427061211334
ENSG00000088053	33.2930987592889	-4.8924455358604	1.07632580137784	-4.54977288221385	5.37038484388144e-06	0.00891427061211334
ENSG00000105355	45.5572975643598	-5.03286077780972	1.13575352820323	-4.45377049496061	8.43752907240048e-06	0.00891427061211334
ENSG00000111817	25.9539633408183	-4.69311060860956	1.04829550037365	-4.47949153658415	7.48210566316192e-06	0.00891427061211334
ENSG00000120451	29.6833676097266	-4.86156577309151	1.04627455393792	-4.64240305807405	3.4438022981842e-06	0.00891427061211334
ENSG00000134291	25.943607267127	-4.65184319774588	1.06025448237283	-4.39483156013964	1.10858679663815e-05	0.00891427061211334
ENSG00000142227	24.1296586321788	-4.6758091134068	1.02526513541599	-4.55862467519815	5.1489694759075e-06	0.00891427061211334
ENSG00000157570	28.1518368605282	-4.71136638665939	1.07228414853594	-4.40186536449843	1.07324150990748e-05	0.00891427061211334
ENSG00000163950	56.9697522799399	-5.26796107944434	1.13717826858475	-4.65425719756665	3.25150732761774e-06	0.00891427061211334
ENSG00000178691	31.6735115499446	-4.78197579815877	1.09272112679258	-4.38754315284222	1.14638253756602e-05	0.00891427061211334
ENSG00000179010	33.3033650544177	-4.82488451273512	1.09770354688446	-4.40667775202901	1.04968172533802e-05	0.00891427061211334
ENSG00000186716	31.8625955393808	-4.83789768522598	1.07765827804638	-4.49525395387028	6.94869656035734e-06	0.00891427061211334
ENSG00000264522	33.8423383697728	-4.83802795177799	1.0977956252009	-4.41909609265842	9.91145735199416e-06	0.00891427061211334
ENSG00000151693	30.2645761291937	-4.72969059472064	1.09262439343239	-4.3413611022512	1.416027822079e-05	0.0103228428229559
ENSG00000120063	23.9142176805733	-4.56342121268457	1.05981202990713	-4.31453450800213	1.59939550616066e-05	0.0109737348140341
